CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
95582,76,1,120.2712182,4,1,2,412,Recent Customers
95585,183,1,429.6492695,3,1,5,315,Big Spenders
95590,6,1,293.2570001,5,1,4,514,Recent Customers
95604,347,1,81.15944647,1,1,2,112,At Risk
95606,299,1,128.1972926,1,1,2,112,At Risk
95609,275,1,381.7068221,2,1,5,215,Big Spenders
95610,1,1,439.5913603,5,1,5,515,Recent Customers
95630,307,1,460.9744363,1,1,5,115,Big Spenders
95649,313,1,51.62221043,1,1,1,111,At Risk
95672,45,1,76.16060473,5,1,2,512,Recent Customers
95675,122,1,29.96961389,4,1,1,411,Recent Customers
95676,213,1,56.2298675,3,1,1,311,Others
95681,138,2,330.5517117,4,5,4,454,Champions
95702,234,1,429.449675,2,1,5,215,Big Spenders
95707,298,1,129.0528658,1,1,2,112,At Risk
95735,102,1,242.6039234,4,1,4,414,Recent Customers
95736,301,1,299.201709,1,1,4,114,Big Spenders
95741,11,1,237.3999519,5,1,4,514,Recent Customers
95765,325,1,453.0991121,1,1,5,115,Big Spenders
95790,267,1,486.51377,2,1,5,215,Big Spenders
95791,44,2,549.1532883,5,5,5,555,Champions
95793,226,1,30.94473121,2,1,1,211,At Risk
95808,31,2,437.82694090999996,5,5,5,555,Champions
95813,288,1,235.9913029,2,1,4,214,Big Spenders
95830,193,1,119.3507018,3,1,2,312,Others
95842,336,1,370.6147911,1,1,5,115,Big Spenders
95844,323,1,482.2417886,1,1,5,115,Big Spenders
95853,163,1,159.3714472,3,1,3,313,Others
95885,12,1,175.8888126,5,1,3,513,Recent Customers
95892,335,1,28.67986719,1,1,1,111,At Risk
95894,263,1,277.0001976,2,1,4,214,Big Spenders
95895,6,1,273.2785687,5,1,4,514,Recent Customers
95910,18,1,146.4027739,5,1,3,513,Recent Customers
95922,170,1,278.1776281,3,1,4,314,Big Spenders
95933,265,1,161.997128,2,1,3,213,Others
95938,328,1,139.2400991,1,1,2,112,At Risk
95952,113,1,175.3354917,4,1,3,413,Recent Customers
95968,363,1,211.1652837,1,1,3,113,Others
95992,7,1,163.7465698,5,1,3,513,Recent Customers
96001,290,1,44.8207878,1,1,1,111,At Risk
96008,125,1,35.39287885,4,1,1,411,Recent Customers
96048,318,1,56.66010914,1,1,1,111,At Risk
96062,333,1,62.28301296,1,1,1,111,At Risk
96067,136,1,118.5910527,4,1,2,412,Recent Customers
96112,132,1,221.3385409,4,1,3,413,Recent Customers
96136,332,1,356.7262433,1,1,5,115,Big Spenders
96157,240,1,463.0499679,2,1,5,215,Big Spenders
96160,159,1,68.29037315,3,1,1,311,Others
96165,308,1,276.7306413,1,1,4,114,Big Spenders
96179,337,1,38.4506296,1,1,1,111,At Risk
96194,136,1,83.41866828,4,1,2,412,Recent Customers
96206,178,1,125.8043859,3,1,2,312,Others
96217,87,1,49.5932013,4,1,1,411,Recent Customers
96224,289,1,103.0593171,2,1,2,212,At Risk
96234,121,1,46.45237722,4,1,1,411,Recent Customers
96251,296,1,240.008116,1,1,4,114,Big Spenders
96269,307,1,103.8978369,1,1,2,112,At Risk
96279,155,1,11.2125207,3,1,1,311,Others
96291,286,1,350.9058448,2,1,5,215,Big Spenders
96298,18,1,205.2612115,5,1,3,513,Recent Customers
96369,236,1,59.21664877,2,1,1,211,At Risk
96374,83,1,125.1861333,4,1,2,412,Recent Customers
96379,99,2,803.5740076,4,5,5,455,Champions
96380,299,1,59.89480315,1,1,1,111,At Risk
96395,140,1,367.6095534,4,1,5,415,Recent Customers
96408,91,1,112.4932941,4,1,2,412,Recent Customers
96416,27,1,89.74391207,5,1,2,512,Recent Customers
96420,6,2,411.25741894,5,5,5,555,Champions
96426,118,1,351.8225164,4,1,5,415,Recent Customers
96433,123,1,130.6541125,4,1,2,412,Recent Customers
96438,35,1,239.6711089,5,1,4,514,Recent Customers
96459,85,1,18.64607746,4,1,1,411,Recent Customers
96465,52,1,321.8279058,5,1,4,514,Recent Customers
96489,357,1,367.5085152,1,1,5,115,Big Spenders
96492,236,1,56.94254013,2,1,1,211,At Risk
96495,351,1,60.33392431,1,1,1,111,At Risk
96500,61,1,90.00714108,5,1,2,512,Recent Customers
96541,129,1,29.04217977,4,1,1,411,Recent Customers
96603,87,1,60.00404623,4,1,1,411,Recent Customers
96609,177,1,280.7567088,3,1,4,314,Big Spenders
96614,219,1,292.9335626,2,1,4,214,Big Spenders
96617,68,1,131.4298833,5,1,2,512,Recent Customers
96623,145,1,87.42044937,3,1,2,312,Others
96639,262,1,92.48074952,2,1,2,212,At Risk
96643,130,1,151.9511276,4,1,3,413,Recent Customers
96651,190,1,262.7359842,3,1,4,314,Big Spenders
96662,240,1,54.78938752,2,1,1,211,At Risk
96674,108,2,809.5356955,4,5,5,455,Champions
96687,106,1,51.64718475,4,1,1,411,Recent Customers
96694,35,1,160.993233,5,1,3,513,Recent Customers
96695,88,1,70.98508334,4,1,1,411,Recent Customers
96713,330,1,26.89639628,1,1,1,111,At Risk
96736,205,1,341.9021114,3,1,5,315,Big Spenders
96743,295,1,201.0361576,1,1,3,113,Others
96744,332,1,453.9125519,1,1,5,115,Big Spenders
96746,10,1,116.5965284,5,1,2,512,Recent Customers
96778,17,1,242.7892606,5,1,4,514,Recent Customers
96788,80,1,39.0054915,4,1,1,411,Recent Customers
96790,72,1,241.5819411,4,1,4,414,Recent Customers
96798,42,1,237.5382844,5,1,4,514,Recent Customers
96806,54,1,314.2892826,5,1,4,514,Recent Customers
96817,245,1,163.2178556,2,1,3,213,Others
96851,35,1,284.796042,5,1,4,514,Recent Customers
96854,110,1,276.0828923,4,1,4,414,Recent Customers
96875,182,1,259.086141,3,1,4,314,Big Spenders
96890,150,1,336.5514561,3,1,4,314,Big Spenders
96908,172,1,256.8557882,3,1,4,314,Big Spenders
96909,66,1,296.4885951,5,1,4,514,Recent Customers
96913,327,1,314.800697,1,1,4,114,Big Spenders
96926,109,1,44.0613843,4,1,1,411,Recent Customers
96930,97,2,314.5092157,4,5,4,454,Champions
96941,282,1,311.8329705,2,1,4,214,Big Spenders
96944,349,1,81.40720306,1,1,2,112,At Risk
96947,39,1,90.27836253,5,1,2,512,Recent Customers
96956,222,1,107.7458614,2,1,2,212,At Risk
96977,30,1,421.8695625,5,1,5,515,Recent Customers
96978,92,1,233.3935074,4,1,4,414,Recent Customers
96983,322,1,69.84324221,1,1,1,111,At Risk
96994,163,1,171.9557072,3,1,3,313,Others
96997,338,1,129.9712923,1,1,2,112,At Risk
97014,232,1,260.6775813,2,1,4,214,Big Spenders
97022,104,1,186.1222239,4,1,3,413,Recent Customers
97033,251,1,194.6937005,2,1,3,213,Others
97057,311,1,218.4010158,1,1,3,113,Others
97110,81,2,390.8357203,4,5,5,455,Champions
97132,334,1,65.27607902,1,1,1,111,At Risk
97147,270,1,106.1766232,2,1,2,212,At Risk
97155,214,1,218.6945298,3,1,3,313,Others
97162,196,1,163.4764469,3,1,3,313,Others
97165,59,1,59.39140859,5,1,1,511,Recent Customers
97176,306,1,77.68982177,1,1,2,112,At Risk
97198,81,1,24.9830946,4,1,1,411,Recent Customers
97205,352,1,361.6058775,1,1,5,115,Big Spenders
97250,191,1,20.01851509,3,1,1,311,Others
97252,221,1,14.43158034,2,1,1,211,At Risk
97255,25,1,119.2769264,5,1,2,512,Recent Customers
97256,325,1,64.43464862,1,1,1,111,At Risk
97273,49,1,210.1243051,5,1,3,513,Recent Customers
97279,125,1,111.4320469,4,1,2,412,Recent Customers
97283,144,1,432.2220955,3,1,5,315,Big Spenders
97291,106,1,50.13877742,4,1,1,411,Recent Customers
97335,213,1,308.4566629,3,1,4,314,Big Spenders
97345,97,1,459.7340122,4,1,5,415,Recent Customers
97349,253,1,269.3459942,2,1,4,214,Big Spenders
97351,357,1,286.0134467,1,1,4,114,Big Spenders
97355,80,1,51.73377252,4,1,1,411,Recent Customers
97366,352,1,338.4773629,1,1,4,114,Big Spenders
97370,232,1,220.7428594,2,1,3,213,Others
97418,117,1,299.8778184,4,1,4,414,Recent Customers
97420,80,1,62.1351109,4,1,1,411,Recent Customers
97421,157,1,322.9478171,3,1,4,314,Big Spenders
97452,247,1,213.3909088,2,1,3,213,Others
97458,67,1,390.309916,5,1,5,515,Recent Customers
97461,274,1,175.6015326,2,1,3,213,Others
97479,29,1,85.79146005,5,1,2,512,Recent Customers
97492,193,1,91.11900361,3,1,2,312,Others
97493,190,1,445.3589988,3,1,5,315,Big Spenders
97508,126,1,220.5860997,4,1,3,413,Recent Customers
97512,125,1,144.7823656,4,1,3,413,Recent Customers
97514,360,1,120.3290653,1,1,2,112,At Risk
97515,220,1,205.2780918,2,1,3,213,Others
97557,215,1,39.84380266,3,1,1,311,Others
97573,57,1,387.028986,5,1,5,515,Recent Customers
97590,142,1,180.0450995,4,1,3,413,Recent Customers
97616,97,1,76.22230926,4,1,2,412,Recent Customers
97630,99,1,139.0315667,4,1,2,412,Recent Customers
97636,178,1,260.6780977,3,1,4,314,Big Spenders
97641,353,1,119.4041364,1,1,2,112,At Risk
97646,157,1,69.03824717,3,1,1,311,Others
97679,146,1,414.8979942,3,1,5,315,Big Spenders
97680,343,1,400.7716865,1,1,5,115,Big Spenders
97699,127,1,159.3242024,4,1,3,413,Recent Customers
97700,300,1,101.8532206,1,1,2,112,At Risk
97729,126,1,347.2131295,4,1,5,415,Recent Customers
97743,152,1,47.14355972,3,1,1,311,Others
97761,330,1,216.4010013,1,1,3,113,Others
97766,321,1,218.971407,1,1,3,113,Others
97783,355,1,99.24900233,1,1,2,112,At Risk
97787,348,1,219.8845291,1,1,3,113,Others
97793,345,1,203.548607,1,1,3,113,Others
97803,263,1,52.53552832,2,1,1,211,At Risk
97804,79,1,284.6491577,4,1,4,414,Recent Customers
97822,63,2,586.5919376,5,5,5,555,Champions
97825,247,1,495.0387308,2,1,5,215,Big Spenders
97841,86,1,188.3157295,4,1,3,413,Recent Customers
97847,7,1,226.9885266,5,1,4,514,Recent Customers
97853,304,1,272.7115468,1,1,4,114,Big Spenders
97884,328,1,90.29161133,1,1,2,112,At Risk
97896,284,1,27.33544569,2,1,1,211,At Risk
97908,21,1,107.0110427,5,1,2,512,Recent Customers
97910,212,1,274.4747267,3,1,4,314,Big Spenders
97922,65,1,288.3796559,5,1,4,514,Recent Customers
97940,177,1,158.6119356,3,1,3,313,Others
97944,111,1,101.7945311,4,1,2,412,Recent Customers
97970,164,1,86.76530839,3,1,2,312,Others
97974,164,1,108.5762349,3,1,2,312,Others
97991,146,1,490.2318723,3,1,5,315,Big Spenders
97999,287,1,241.6744949,2,1,4,214,Big Spenders
98012,343,1,47.50341082,1,1,1,111,At Risk
98026,97,1,351.8380143,4,1,5,415,Recent Customers
98032,125,1,114.9632303,4,1,2,412,Recent Customers
98064,191,1,382.8033556,3,1,5,315,Big Spenders
98081,3,1,429.2973168,5,1,5,515,Recent Customers
98088,91,1,85.18837565,4,1,2,412,Recent Customers
98106,25,1,196.587549,5,1,3,513,Recent Customers
98125,106,1,79.45352173,4,1,2,412,Recent Customers
98138,245,1,134.8366679,2,1,2,212,At Risk
98167,202,1,221.8564128,3,1,3,313,Others
98187,188,2,264.70384292,3,5,4,354,Frequent Buyers
98199,192,1,290.3024,3,1,4,314,Big Spenders
98250,11,1,321.0890841,5,1,4,514,Recent Customers
98275,176,1,125.9383066,3,1,2,312,Others
98288,341,1,20.21429378,1,1,1,111,At Risk
98296,39,1,458.7747951,5,1,5,515,Recent Customers
98301,343,1,182.6123402,1,1,3,113,Others
98315,29,1,419.7563758,5,1,5,515,Recent Customers
98323,4,1,332.0016108,5,1,4,514,Recent Customers
98331,184,1,302.0114438,3,1,4,314,Big Spenders
98339,50,1,182.5965847,5,1,3,513,Recent Customers
98343,88,1,55.12139248,4,1,1,411,Recent Customers
98344,112,1,106.4973207,4,1,2,412,Recent Customers
98351,253,1,446.8442396,2,1,5,215,Big Spenders
98354,247,1,110.5847855,2,1,2,212,At Risk
98376,29,1,14.9091467,5,1,1,511,Recent Customers
98377,156,1,428.3164527,3,1,5,315,Big Spenders
98382,314,1,60.94399969,1,1,1,111,At Risk
98386,318,1,161.682619,1,1,3,113,Others
98397,119,1,135.4751954,4,1,2,412,Recent Customers
98403,39,1,82.66624911,5,1,2,512,Recent Customers
98414,60,1,36.58497643,5,1,1,511,Recent Customers
98434,29,2,687.296066,5,5,5,555,Champions
98436,54,1,339.22072,5,1,5,515,Recent Customers
98442,153,2,133.04688858,3,5,2,352,Frequent Buyers
98458,40,1,193.1680498,5,1,3,513,Recent Customers
98462,222,1,127.6348271,2,1,2,212,At Risk
98497,46,1,291.9156599,5,1,4,514,Recent Customers
98507,146,1,96.65163226,3,1,2,312,Others
98527,239,1,101.6137467,2,1,2,212,At Risk
98546,328,1,224.3978717,1,1,3,113,Others
98548,234,1,230.8468981,2,1,4,214,Big Spenders
98571,279,1,163.983965,2,1,3,213,Others
98581,237,1,75.97326028,2,1,2,212,At Risk
98585,235,1,239.0039393,2,1,4,214,Big Spenders
98595,265,1,292.9583093,2,1,4,214,Big Spenders
98601,117,1,79.82007156,4,1,2,412,Recent Customers
98615,42,1,71.04902532,5,1,1,511,Recent Customers
98625,105,1,128.0730132,4,1,2,412,Recent Customers
98634,71,1,79.05594087,5,1,2,512,Recent Customers
98636,116,1,76.9282306,4,1,2,412,Recent Customers
98649,226,1,277.124397,2,1,4,214,Big Spenders
98658,166,2,491.4596163,3,5,5,355,Frequent Buyers
98661,84,1,35.81204694,4,1,1,411,Recent Customers
98692,6,1,172.375425,5,1,3,513,Recent Customers
98709,94,1,69.97898124,4,1,1,411,Recent Customers
98720,12,1,47.24851555,5,1,1,511,Recent Customers
98731,6,1,205.3196719,5,1,3,513,Recent Customers
98735,328,1,61.81310968,1,1,1,111,At Risk
98743,52,1,93.46781254,5,1,2,512,Recent Customers
98760,268,1,44.91340818,2,1,1,211,At Risk
98776,67,1,192.383233,5,1,3,513,Recent Customers
98790,331,1,179.4801817,1,1,3,113,Others
98791,361,1,378.0735545,1,1,5,115,Big Spenders
98821,188,1,133.4123851,3,1,2,312,Others
98826,96,1,110.1491911,4,1,2,412,Recent Customers
98828,103,1,165.5708844,4,1,3,413,Recent Customers
98841,200,1,142.5001779,3,1,3,313,Others
98851,244,1,39.40525282,2,1,1,211,At Risk
98852,121,1,268.916508,4,1,4,414,Recent Customers
98884,238,1,182.6703656,2,1,3,213,Others
98886,249,1,67.71866314,2,1,1,211,At Risk
98893,335,1,260.3306393,1,1,4,114,Big Spenders
98899,129,1,39.01464498,4,1,1,411,Recent Customers
98915,81,1,254.9198556,4,1,4,414,Recent Customers
98921,72,1,184.03994,4,1,3,413,Recent Customers
98927,105,1,465.7209218,4,1,5,415,Recent Customers
98934,36,1,77.9238504,5,1,2,512,Recent Customers
98941,128,1,99.07540901,4,1,2,412,Recent Customers
98959,7,1,53.82198153,5,1,1,511,Recent Customers
98984,96,1,88.64318269,4,1,2,412,Recent Customers
98987,116,1,75.57436448,4,1,2,412,Recent Customers
98994,86,1,465.8283985,4,1,5,415,Recent Customers
99019,282,1,179.2880117,2,1,3,213,Others
99020,252,1,436.8613783,2,1,5,215,Big Spenders
99037,247,1,335.1546492,2,1,4,214,Big Spenders
99046,313,1,165.0858942,1,1,3,113,Others
99053,263,1,60.54457018,2,1,1,211,At Risk
99055,358,1,262.9849915,1,1,4,114,Big Spenders
99061,319,1,182.7414641,1,1,3,113,Others
99073,121,1,75.96468594,4,1,2,412,Recent Customers
99076,135,1,341.0501019,4,1,5,415,Recent Customers
99089,200,1,488.7827724,3,1,5,315,Big Spenders
99106,244,1,321.916793,2,1,4,214,Big Spenders
99111,96,1,56.75034388,4,1,1,411,Recent Customers
99115,307,1,186.3229428,1,1,3,113,Others
99136,365,1,135.3345254,1,1,2,112,At Risk
99142,262,1,63.65952184,2,1,1,211,At Risk
99145,32,1,82.05594304,5,1,2,512,Recent Customers
99164,52,1,96.39488528,5,1,2,512,Recent Customers
99168,235,1,264.9028684,2,1,4,214,Big Spenders
99180,309,1,94.10554158,1,1,2,112,At Risk
99181,214,1,140.5968015,3,1,2,312,Others
99201,305,1,40.44954067,1,1,1,111,At Risk
99225,235,2,517.1682454,2,5,5,255,Frequent Buyers
99236,119,1,140.823331,4,1,2,412,Recent Customers
99261,340,1,276.8758094,1,1,4,114,Big Spenders
99295,10,1,334.1842525,5,1,4,514,Recent Customers
99300,170,1,124.920442,3,1,2,312,Others
99301,76,1,486.0583005,4,1,5,415,Recent Customers
99305,280,1,115.7842895,2,1,2,212,At Risk
99313,343,1,465.5823709,1,1,5,115,Big Spenders
99320,276,1,300.4045131,2,1,4,214,Big Spenders
99325,206,1,366.0285484,3,1,5,315,Big Spenders
99332,329,1,393.9493028,1,1,5,115,Big Spenders
99356,50,1,90.19382141,5,1,2,512,Recent Customers
99365,93,1,116.2709,4,1,2,412,Recent Customers
99367,98,1,101.6646482,4,1,2,412,Recent Customers
99372,229,1,175.6717001,2,1,3,213,Others
99391,348,1,90.17147795,1,1,2,112,At Risk
99392,240,1,151.3151535,2,1,3,213,Others
99401,198,1,213.2094645,3,1,3,313,Others
99407,29,1,170.461546,5,1,3,513,Recent Customers
99431,303,1,52.1091444,1,1,1,111,At Risk
99449,147,1,30.65801847,3,1,1,311,Others
99473,121,1,342.6908255,4,1,5,415,Recent Customers
99476,328,1,350.6847345,1,1,5,115,Big Spenders
99487,72,2,560.0220290999999,4,5,5,455,Champions
99519,194,1,157.7852919,3,1,3,313,Others
99557,276,1,357.6225315,2,1,5,215,Big Spenders
99559,68,1,442.167837,5,1,5,515,Recent Customers
99575,70,1,158.5178426,5,1,3,513,Recent Customers
99577,270,1,198.3957266,2,1,3,213,Others
99584,133,1,224.2213509,4,1,3,413,Recent Customers
99597,173,1,77.72533572,3,1,2,312,Others
99602,299,1,258.3505762,1,1,4,114,Big Spenders
99607,82,1,148.4351451,4,1,3,413,Recent Customers
99616,169,2,453.45139109999997,3,5,5,355,Frequent Buyers
99622,316,1,96.80686362,1,1,2,112,At Risk
99637,67,1,497.0135838,5,1,5,515,Recent Customers
99643,1,1,82.35400901,5,1,2,512,Recent Customers
99661,95,1,77.19064275,4,1,2,412,Recent Customers
99667,228,1,433.9170915,2,1,5,215,Big Spenders
99690,86,1,378.2048484,4,1,5,415,Recent Customers
99708,265,1,30.1860128,2,1,1,211,At Risk
99709,274,1,252.9114926,2,1,4,214,Big Spenders
99715,226,1,293.1023147,2,1,4,214,Big Spenders
99735,284,1,101.2844943,2,1,2,212,At Risk
99741,300,1,412.6572911,1,1,5,115,Big Spenders
99742,41,1,334.6800154,5,1,4,514,Recent Customers
99761,166,1,329.6735236,3,1,4,314,Big Spenders
99767,313,1,103.7792388,1,1,2,112,At Risk
99775,81,1,240.8903617,4,1,4,414,Recent Customers
99784,53,1,419.3271387,5,1,5,515,Recent Customers
99802,76,1,40.85073053,4,1,1,411,Recent Customers
99817,33,1,32.82438594,5,1,1,511,Recent Customers
99820,300,1,223.7334722,1,1,3,113,Others
99822,344,1,48.09367261,1,1,1,111,At Risk
99833,320,1,288.4716281,1,1,4,114,Big Spenders
99835,55,1,488.934403,5,1,5,515,Recent Customers
99836,152,1,464.481175,3,1,5,315,Big Spenders
99844,84,1,491.8480037,4,1,5,415,Recent Customers
99849,20,1,182.7781369,5,1,3,513,Recent Customers
99888,69,1,379.5534102,5,1,5,515,Recent Customers
99894,139,1,362.5918862,4,1,5,415,Recent Customers
99906,298,1,213.4896587,1,1,3,113,Others
99916,232,1,123.6758228,2,1,2,212,At Risk
99920,42,1,253.6903516,5,1,4,514,Recent Customers
99921,12,1,114.7141896,5,1,2,512,Recent Customers
99947,339,1,204.4601149,1,1,3,113,Others
99963,5,1,46.13363235,5,1,1,511,Recent Customers
99965,169,2,345.77756550000004,3,5,5,355,Frequent Buyers
99969,261,1,335.2581439,2,1,4,214,Big Spenders
99971,201,1,72.78677534,3,1,1,311,Others
99973,245,1,331.804306,2,1,4,214,Big Spenders
99978,196,1,45.19868276,3,1,1,311,Others
99981,258,2,200.66140230000002,2,5,3,253,Frequent Buyers
100017,38,1,85.8392213,5,1,2,512,Recent Customers
100034,250,1,200.2829296,2,1,3,213,Others
100056,99,1,10.53239669,4,1,1,411,Recent Customers
100057,322,1,364.5674179,1,1,5,115,Big Spenders
100061,208,1,228.8516648,3,1,4,314,Big Spenders
100072,328,1,315.0369693,1,1,4,114,Big Spenders
100092,296,1,410.96954,1,1,5,115,Big Spenders
100120,45,1,23.99233804,5,1,1,511,Recent Customers
100132,309,1,90.98245621,1,1,2,112,At Risk
100137,67,1,344.7075244,5,1,5,515,Recent Customers
100145,189,1,131.1004694,3,1,2,312,Others
100167,84,1,41.39267956,4,1,1,411,Recent Customers
100241,184,1,335.5226675,3,1,4,314,Big Spenders
100248,211,1,475.1476897,3,1,5,315,Big Spenders
100310,81,1,237.5664681,4,1,4,414,Recent Customers
100319,6,1,241.5691022,5,1,4,514,Recent Customers
100337,3,1,129.193163,5,1,2,512,Recent Customers
100342,292,1,52.0817514,1,1,1,111,At Risk
100386,8,2,457.82597810000004,5,5,5,555,Champions
100399,62,1,93.58203197,5,1,2,512,Recent Customers
100401,179,1,484.4733534,3,1,5,315,Big Spenders
100410,297,1,381.3571639,1,1,5,115,Big Spenders
100412,45,2,202.56537855,5,5,3,553,Loyal Customers
100413,314,1,270.2194999,1,1,4,114,Big Spenders
100418,365,1,99.59203298,1,1,2,112,At Risk
100429,166,1,474.31327,3,1,5,315,Big Spenders
100438,355,1,272.6900044,1,1,4,114,Big Spenders
100459,227,1,83.67296642,2,1,2,212,At Risk
100469,263,1,473.4000581,2,1,5,215,Big Spenders
100478,206,1,482.0190089,3,1,5,315,Big Spenders
100485,11,1,322.5900284,5,1,4,514,Recent Customers
100487,139,1,232.7766809,4,1,4,414,Recent Customers
100492,71,1,310.8788322,5,1,4,514,Recent Customers
100502,133,1,224.2073276,4,1,3,413,Recent Customers
100503,227,1,207.7660705,2,1,3,213,Others
100510,17,1,145.8607081,5,1,3,513,Recent Customers
100518,90,1,50.8915777,4,1,1,411,Recent Customers
100528,48,1,40.30944796,5,1,1,511,Recent Customers
100532,114,1,213.6300095,4,1,3,413,Recent Customers
100538,239,1,11.48558762,2,1,1,211,At Risk
100572,360,1,38.1767261,1,1,1,111,At Risk
100591,86,1,48.65031206,4,1,1,411,Recent Customers
100594,42,1,170.8793155,5,1,3,513,Recent Customers
100625,267,1,16.74138816,2,1,1,211,At Risk
100662,187,1,43.99710397,3,1,1,311,Others
100670,94,1,192.4816041,4,1,3,413,Recent Customers
100680,10,1,48.02378627,5,1,1,511,Recent Customers
100687,80,1,201.8818804,4,1,3,413,Recent Customers
100699,153,1,107.3721561,3,1,2,312,Others
100715,284,1,200.3440155,2,1,3,213,Others
100738,285,1,126.9134426,2,1,2,212,At Risk
100760,155,1,184.8704957,3,1,3,313,Others
100761,85,1,59.28225673,4,1,1,411,Recent Customers
100764,88,1,176.42008,4,1,3,413,Recent Customers
100776,171,1,195.3809121,3,1,3,313,Others
100785,181,1,113.119586,3,1,2,312,Others
100789,198,1,358.0508799,3,1,5,315,Big Spenders
100794,215,1,288.7632225,3,1,4,314,Big Spenders
100795,104,1,86.56507756,4,1,2,412,Recent Customers
100807,134,1,334.8949329,4,1,4,414,Recent Customers
100814,102,1,233.8035946,4,1,4,414,Recent Customers
100815,234,1,472.6798313,2,1,5,215,Big Spenders
100817,312,1,439.858868,1,1,5,115,Big Spenders
100825,169,1,53.59381472,3,1,1,311,Others
100880,144,1,330.9604878,3,1,4,314,Big Spenders
100897,303,1,99.18736788,1,1,2,112,At Risk
100915,232,1,222.1455209,2,1,3,213,Others
100917,165,1,180.3037298,3,1,3,313,Others
100924,91,1,289.4975424,4,1,4,414,Recent Customers
100947,33,1,104.3479434,5,1,2,512,Recent Customers
100959,307,1,89.41096166,1,1,2,112,At Risk
100964,262,1,113.0377869,2,1,2,212,At Risk
100991,356,1,82.49239757,1,1,2,112,At Risk
100997,251,1,403.8917614,2,1,5,215,Big Spenders
101014,295,1,148.6651031,1,1,3,113,Others
101024,259,1,50.9024253,2,1,1,211,At Risk
101026,165,1,255.1886277,3,1,4,314,Big Spenders
101050,46,1,84.36715128,5,1,2,512,Recent Customers
101083,244,1,201.5159645,2,1,3,213,Others
101086,180,1,165.0975039,3,1,3,313,Others
101089,363,1,160.1163809,1,1,3,113,Others
101123,164,1,440.706635,3,1,5,315,Big Spenders
101132,208,1,223.5666712,3,1,3,313,Others
101133,151,2,242.05145165,3,5,4,354,Frequent Buyers
101144,261,1,459.2559394,2,1,5,215,Big Spenders
101164,145,1,206.0369824,3,1,3,313,Others
101173,146,1,180.23155,3,1,3,313,Others
101195,74,1,498.3762867,4,1,5,415,Recent Customers
101206,39,1,80.81967149,5,1,2,512,Recent Customers
101218,276,1,305.2245544,2,1,4,214,Big Spenders
101232,352,1,392.1083803,1,1,5,115,Big Spenders
101233,81,1,263.5985667,4,1,4,414,Recent Customers
101234,208,1,53.0684725,3,1,1,311,Others
101251,352,1,486.0755703,1,1,5,115,Big Spenders
101278,318,1,459.2867425,1,1,5,115,Big Spenders
101281,185,1,212.1871645,3,1,3,313,Others
101292,363,1,115.4402001,1,1,2,112,At Risk
101319,325,1,286.5535841,1,1,4,114,Big Spenders
101357,19,1,127.0023745,5,1,2,512,Recent Customers
101398,201,1,11.99507221,3,1,1,311,Others
101415,172,2,246.13062888,3,5,4,354,Frequent Buyers
101428,119,1,300.6190354,4,1,4,414,Recent Customers
101450,120,1,239.9024534,4,1,4,414,Recent Customers
101469,57,1,79.46589046,5,1,2,512,Recent Customers
101476,223,1,303.5521884,2,1,4,214,Big Spenders
101495,363,1,352.6156934,1,1,5,115,Big Spenders
101506,50,1,47.28465798,5,1,1,511,Recent Customers
101523,134,2,435.3100522,4,5,5,455,Champions
101553,79,1,439.2213558,4,1,5,415,Recent Customers
101561,56,1,473.6962116,5,1,5,515,Recent Customers
101564,165,1,103.4563716,3,1,2,312,Others
101570,6,1,99.64433791,5,1,2,512,Recent Customers
101579,71,1,23.32228354,5,1,1,511,Recent Customers
101580,155,1,451.5301568,3,1,5,315,Big Spenders
101596,319,1,370.2697107,1,1,5,115,Big Spenders
101608,108,1,72.4760716,4,1,1,411,Recent Customers
101617,253,1,472.9258516,2,1,5,215,Big Spenders
101619,160,1,46.61786928,3,1,1,311,Others
101623,180,1,128.8227278,3,1,2,312,Others
101648,304,1,185.7335046,1,1,3,113,Others
101654,303,1,190.3447526,1,1,3,113,Others
101687,258,1,120.1633479,2,1,2,212,At Risk
101688,196,1,324.902113,3,1,4,314,Big Spenders
101700,326,1,420.8678651,1,1,5,115,Big Spenders
101705,58,1,62.90777946,5,1,1,511,Recent Customers
101738,120,1,204.8930256,4,1,3,413,Recent Customers
101744,199,1,140.8069729,3,1,2,312,Others
101763,61,1,260.6929731,5,1,4,514,Recent Customers
101796,216,1,416.7954424,2,1,5,215,Big Spenders
101806,250,1,69.01845232,2,1,1,211,At Risk
101816,31,2,495.59068729,5,5,5,555,Champions
101817,35,1,241.7791576,5,1,4,514,Recent Customers
101818,72,2,77.17177224,4,5,2,452,Loyal Customers
101822,169,1,74.7183355,3,1,1,311,Others
101824,67,1,94.94307164,5,1,2,512,Recent Customers
101829,160,1,250.3247191,3,1,4,314,Big Spenders
101835,154,1,239.2682768,3,1,4,314,Big Spenders
101836,10,1,185.7500417,5,1,3,513,Recent Customers
101849,320,1,164.6847699,1,1,3,113,Others
101852,41,1,365.3186747,5,1,5,515,Recent Customers
101859,330,1,210.0631514,1,1,3,113,Others
101871,118,1,277.3138633,4,1,4,414,Recent Customers
101879,154,1,335.092996,3,1,4,314,Big Spenders
101884,10,1,185.960919,5,1,3,513,Recent Customers
